id,titulo,descripcion,categoria_id,categoria_nombre,ubicacion,latitud,longitud,estado,prioridad,usuario_id,usuario_nombre,fecha_creacion,fecha_actualizacion,imagen_path,año_creacion,cuadrante,cuadrante_lat,cuadrante_lng,dia_creacion,dia_semana_creacion,distancia_centro_ciudad,es_fin_semana,es_horario_laboral,es_horario_nocturno,es_outlier_geografico,estado_numerico,hora_creacion,mes_creacion,minuto_creacion,nombre_dia_semana,nombre_mes,prioridad_numerica,procesamiento_rapido,semana_año,tiempo_procesamiento,trimestre
265,Escombros de construcción abandonados #263,Los comerciantes de la zona reportan que la situación afecta sus ventas.,4,Limpieza,"Callejón De la Montaña #23, Col. San José",20.27,-97.9634,resuelto,media,2,María González López,2024-04-05 10:16:46,2024-05-04 22:21:11,,2024,Norte-Oeste,Norte,Oeste,5,4,0.0033999999999991815,0,1,0,0,3.0,10,4,16,Friday,April,2,0,14,708.0736111111111,2
264,Contador de electricidad sin protección #262,El servicio ha estado interrumpido por más de 48 horas afectando a múltiples familias.,2,Servicios Públicos,"Andador Avenida Tecnológico #22, Col. Santa Rosa",20.2771,-97.9594,nuevo,media,1,admin,2024-04-05 20:17:44,2024-04-06 11:13:03,,2024,Norte-Este,Norte,Este,5,4,0.00712530701092992,0,0,0,0,1.0,20,4,17,Friday,April,2,1,14,14.921944444444444,2
267,Sistema pluvial no funcional #265,"La obstrucción causa desbordamientos durante las lluvias, inundando casas vecinas.",3,Saneamiento,"Cerrada Jardines #58, Col. Santa Matilde",20.2773,-97.9508,en_proceso,alta,2,María González López,2024-04-06 13:52:02,2024-04-11 17:11:53,,2024,Norte-Este,Norte,Este,6,5,0.011744360348689831,1,1,0,0,2.0,13,4,52,Saturday,April,3,0,14,123.33083333333333,2
268,Chatarra acumulada en vía pública #266,La acumulación de desechos está atrayendo fauna nociva y generando malos olores. Los residentes están dispuestos a aportar recursos para la solución.,4,Limpieza,"Carretera Portal #638, Col. Lomas del Mirador",20.2749,-97.9569,resuelto,alta,1,admin,2024-04-06 14:15:42,2024-05-07 07:05:19,,2024,Norte-Este,Norte,Este,6,5,0.0057982756057232835,1,1,0,0,3.0,14,4,15,Saturday,April,3,0,14,736.8269444444444,2
266,Derrumbes menores en laderas #264,El problema se ha extendido y ahora afecta a múltiples cuadras del sector. El problema coincide con fallas similares en zonas cercanas.,9,Otros,"Avenida Poniente #848, Col. Jardines de Xicotepec",20.2685,-97.9563,resuelto,alta,1,admin,2024-04-06 22:58:13,2024-05-03 02:08:27,,2024,Sur-Este,Sur,Este,6,5,0.0039924929555307485,1,0,1,0,3.0,22,4,58,Saturday,April,3,0,14,627.1705555555556,2
270,Basura doméstica expuesta a animales #268,Se observan materiales peligrosos mezclados con residuos domésticos comunes.,4,Limpieza,"Calle Callejón de la Cruz #141, Col. Los Pinos",20.279,-97.9566,cerrado,baja,1,admin,2024-04-07 06:13:35,2024-06-07 11:43:38,,2024,Norte-Este,Norte,Este,7,6,0.009620810776644584,1,0,1,0,4.0,6,4,13,Sunday,April,1,0,14,1469.5008333333333,2
269,Accidente por señalización deficiente #267,Las unidades de transporte operan en condiciones inseguras para los pasajeros.,6,Transporte,"Camino Carretera a Huauchinango #131, Col. Revolución",20.2737,-97.958,resuelto,media,1,admin,2024-04-07 08:43:03,2024-04-16 18:46:11,,2024,Norte-Este,Norte,Este,7,6,0.0042059481689621925,1,1,0,0,3.0,8,4,43,Sunday,April,2,0,14,226.0522222222222,2
271,Rejilla de desagüe hundida #269,Varios vecinos han reportado tropiezos y caídas en esta zona. La situación es crítica especialmente los fines de semana.,1,Infraestructura,"Camino San Carlos #138, Col. Centro",20.2709,-97.9611,nuevo,media,2,María González López,2024-04-07 12:10:47,2024-04-09 09:59:38,,2024,Norte-Oeste,Norte,Oeste,7,6,0.001421267040362376,1,1,0,0,1.0,12,4,10,Sunday,April,2,0,14,45.814166666666665,2
273,Inundación en área verde #271,Se observa mortandad de flora y fauna local debido a la contaminación. Se requiere coordinación entre múltiples dependencias municipales.,7,Medio Ambiente,"Callejón Matamoros #1, Col. Santa Matilde",20.2581,-97.9504,en_proceso,baja,2,María González López,2024-04-08 06:52:52,2024-04-13 08:26:04,,2024,Sur-Este,Sur,Este,8,0,0.015289538907366031,0,0,1,1,2.0,6,4,52,Monday,April,1,0,15,121.55333333333333,2
272,Basura doméstica expuesta a animales #270,La comunidad está dispuesta a colaborar con horarios específicos de recolección. Los comerciantes locales también han expresado su preocupación. El problema es más evidente durante las primeras horas del día.,4,Limpieza,"Privada Aldama #15, Col. San Francisco",20.2715,-97.9576,en_proceso,alta,2,María González López,2024-04-08 23:52:36,2024-04-13 18:19:31,,2024,Norte-Este,Norte,Este,8,0,0.002830194339612268,0,0,1,0,2.0,23,4,52,Monday,April,3,0,15,114.4486111111111,2
274,Árbol caído tras tormenta #272,Es necesario implementar medidas de protección ambiental inmediatas.,7,Medio Ambiente,"Privada Avenida Hidalgo #57, Col. San Juan",20.2698,-97.9571,resuelto,media,2,María González López,2024-04-09 01:25:09,2024-04-17 23:07:42,,2024,Sur-Este,Sur,Este,9,1,0.0029068883707464963,0,0,1,0,3.0,1,4,25,Tuesday,April,2,0,15,213.70916666666668,2
276,Humo constante en zona residencial #274,Es necesario implementar medidas de protección ambiental inmediatas.,7,Medio Ambiente,"Boulevard Avenida Independencia #375, Col. Benito Juárez",20.2779,-97.9562,resuelto,baja,2,María González López,2024-04-09 05:55:44,2024-04-20 09:39:22,,2024,Norte-Este,Norte,Este,9,1,0.008766413177575904,0,0,1,0,3.0,5,4,55,Tuesday,April,1,0,15,267.7272222222222,2
275,Residuos sólidos flotando en canal #273,La situación está creando un foco de infección que pone en riesgo la salud pública.,4,Limpieza,"Privada Vía Corta a Pantepec #34, Col. El Mirador, esquina con Hidalgo",20.2658,-97.9566,nuevo,baja,1,admin,2024-04-09 06:50:30,2024-04-10 06:19:34,,2024,Sur-Este,Sur,Este,9,1,0.0054037024344426796,0,0,1,0,1.0,6,4,50,Tuesday,April,1,1,15,23.484444444444446,2
278,Robos constantes en zona escolar #276,Los comerciantes han sido víctimas de robos en múltiples ocasiones.,5,Seguridad,"Avenida Periférico Sur #442, Col. Lomas de Santa Anita",20.2763,-97.9549,nuevo,alta,2,María González López,2024-04-10 01:25:08,2024-04-12 07:58:03,,2024,Norte-Este,Norte,Este,10,2,0.008105553651662638,0,0,1,0,1.0,1,4,25,Wednesday,April,3,0,15,54.548611111111114,2
279,Humedad por filtración subterránea #277,Es urgente restaurar el flujo normal para prevenir problemas de salud pública. Se solicita seguimiento continuo hasta la resolución completa. La situación ha empeorado desde la semana pasada.,3,Saneamiento,"Andador Miguel Hidalgo #43, Col. El Paraíso",20.2759,-97.9618,en_proceso,alta,2,María González López,2024-04-10 05:01:38,2024-04-15 16:07:13,,2024,Norte-Oeste,Norte,Oeste,10,2,0.0061684682053177444,0,0,1,0,2.0,5,4,1,Wednesday,April,3,0,15,131.09305555555557,2
277,Intento de saqueo a local #275,Es urgente implementar medidas preventivas antes de que ocurran incidentes graves.,5,Seguridad,"Andador San Francisco #22, Col. San Miguel",20.2745,-97.9596,resuelto,alta,2,María González López,2024-04-10 12:16:34,2024-05-02 17:37:13,,2024,Norte-Este,Norte,Este,10,2,0.004517742799230695,0,1,0,0,3.0,12,4,16,Wednesday,April,3,0,15,533.3441666666666,2
280,Foco de infección por basura #278,Se han reportado casos sospechosos de enfermedades transmisibles en el área.,8,Salud Pública,"Camino Calle Esperanza #235, Col. Las Palmas, altura del puente",20.2774,-97.9594,resuelto,media,2,María González López,2024-04-11 03:16:11,2024-05-06 19:44:24,,2024,Norte-Este,Norte,Este,11,3,0.007424284477308063,0,0,1,0,3.0,3,4,16,Thursday,April,2,0,15,616.4702777777778,2
281,Fosas sépticas rebosadas #279,El sistema requiere limpieza profunda y reparación de conexiones dañadas. Los vecinos han intentado soluciones temporales sin éxito.,3,Saneamiento,"Camino San Rafael #269, Col. Nuevo México, cerca del zócalo",20.2653,-97.9588,cerrado,baja,1,admin,2024-04-11 12:55:27,2024-07-12 05:20:29,,2024,Sur-Este,Sur,Este,11,3,0.004850773134252983,0,1,0,0,4.0,12,4,55,Thursday,April,1,0,15,2200.4172222222223,2
282,Humo constante en zona residencial #280,El ruido excesivo afecta el descanso y bienestar de los residentes.,7,Medio Ambiente,"Andador Bravo #12, Col. Francisco Villa",20.2763,-97.9597,en_proceso,alta,2,María González López,2024-04-11 19:03:59,2024-04-17 11:50:17,,2024,Norte-Este,Norte,Este,11,3,0.006307138812487918,0,0,0,0,2.0,19,4,3,Thursday,April,3,0,15,136.77166666666668,2
284,Parada de autobús vandalizada #282,El servicio ha estado interrumpido por más de 48 horas afectando a múltiples familias.,2,Servicios Públicos,"Cerrada Álvaro Obregón #50, Col. Valle Verde",20.2656,-97.9614,resuelto,media,2,María González López,2024-04-12 09:03:24,2024-05-01 23:48:35,,2024,Sur-Oeste,Sur,Oeste,12,4,0.004617358552247628,0,1,0,0,3.0,9,4,3,Friday,April,2,0,15,470.75305555555553,2
283,Drenaje colapsado en avenida #281,Se observa proliferación de insectos y roedores debido al agua estancada. Se solicita seguimiento continuo hasta la resolución completa. La situación es crítica especialmente los fines de semana.,3,Saneamiento,"Avenida Los Fresnos #398, Col. El Paraíso",20.2695,-97.9624,nuevo,baja,1,admin,2024-04-12 22:57:56,2024-04-13 06:38:03,,2024,Sur-Oeste,Sur,Oeste,12,4,0.0024515301344344514,0,0,1,0,1.0,22,4,57,Friday,April,1,1,15,7.668611111111111,2
287,Cajas eléctricas abiertas #285,El transformador muestra signos de sobrecarga y necesita mantenimiento preventivo. Se requiere coordinación entre múltiples dependencias municipales.,2,Servicios Públicos,"Avenida Avenida Hidalgo #1238, Col. El Carmen",20.2761,-97.9549,nuevo,media,1,admin,2024-04-13 08:59:17,2024-04-13 10:51:56,,2024,Norte-Este,Norte,Este,13,5,0.007951100552752896,1,1,0,0,1.0,8,4,59,Saturday,April,2,1,15,1.8775,2
285,Venta ilegal de medicamentos #283,La comunidad solicita campañas de vacunación y educación sanitaria.,8,Salud Pública,"Cerrada Calle Libertad #28, Col. El Carmen",20.2741,-97.957,en_proceso,baja,2,María González López,2024-04-13 09:38:00,2024-04-19 09:07:05,,2024,Norte-Este,Norte,Este,13,5,0.005080354318353172,1,1,0,0,2.0,9,4,38,Saturday,April,1,0,15,143.48472222222222,2
286,Poste de concreto dañado #284,La falta de mantenimiento ha resultado en condiciones inseguras para la comunidad.,1,Infraestructura,"Boulevard Poniente #1300, Col. Los Pinos, altura del deportivo",20.2693,-97.9549,resuelto,alta,2,María González López,2024-04-13 22:15:07,2024-05-01 05:19:16,,2024,Sur-Este,Sur,Este,13,5,0.005147815070492062,1,0,1,0,3.0,22,4,15,Saturday,April,3,0,15,415.06916666666666,2
290,Baños públicos contaminados #288,El manejo inadecuado de residuos médicos pone en riesgo la salud pública. La comunidad está organizada para colaborar con las autoridades.,8,Salud Pública,"Callejón Cerrada Las Flores #33, Col. El Paraíso, altura de la gasolinera",20.2725,-97.9601,nuevo,media,1,admin,2024-04-14 07:19:17,2024-04-14 13:15:08,,2024,Norte-Oeste,Norte,Oeste,14,6,0.0025019992006407713,1,0,0,0,1.0,7,4,19,Sunday,April,2,1,15,5.930833333333333,2
289,Basura flotante en río #287,Los niveles de contaminación han aumentado por la actividad industrial no regulada.,7,Medio Ambiente,"Andador Calle del Sol #13, Col. La Cruz",20.2764,-97.9544,nuevo,alta,2,María González López,2024-04-14 09:31:00,2024-04-15 04:24:37,,2024,Norte-Este,Norte,Este,14,6,0.008504116650178596,1,1,0,0,1.0,9,4,31,Sunday,April,3,1,15,18.89361111111111,2
288,Vandalismo en parque infantil #286,Los residentes evitan transitar por el área durante horas nocturnas.,5,Seguridad,"Camino Morelos #6, Col. Jardines de Xicotepec",20.2715,-97.9646,resuelto,alta,1,admin,2024-04-14 23:04:17,2024-05-04 06:35:03,,2024,Norte-Oeste,Norte,Oeste,14,6,0.0048383881613712695,1,0,1,0,3.0,23,4,4,Sunday,April,3,0,15,463.5127777777778,2
292,Puerta forzada en escuela pública #290,Los comerciantes han sido víctimas de robos en múltiples ocasiones. Los comerciantes locales también han expresado su preocupación.,5,Seguridad,"Calle Cerrada San Miguel #251, Col. Revolución",20.2671,-97.9571,no_aprobado,media,1,admin,2024-04-15 13:15:25,2024-04-17 01:56:12,,2024,Sur-Este,Sur,Este,15,0,0.004101219330879954,0,1,0,0,1.0,13,4,15,Monday,April,2,0,16,36.679722222222225,2
293,Corte frecuente de energía eléctrica #291,Se requiere revisión técnica urgente para evitar cortes prolongados de energía. La situación afecta particularmente a adultos mayores y niños. Se observa un patrón de deterioro acelerado en los últimos días.,2,Servicios Públicos,"Calle Hermanos Serdán #11, Col. Emiliano Zapata",20.2707,-97.9545,en_proceso,media,2,María González López,2024-04-15 21:09:58,2024-04-17 00:14:01,,2024,Norte-Este,Norte,Este,15,0,0.005544366510249744,0,0,0,0,2.0,21,4,9,Monday,April,2,0,16,27.0675,2
291,Maltrato animal en espacio urbano #289,Las actividades no reguladas están impactando negativamente el comercio local.,9,Otros,"Calle Los Arcos #285, Col. Vista Hermosa",20.2715,-97.9575,en_proceso,baja,1,admin,2024-04-15 22:27:20,2024-04-23 18:17:20,,2024,Norte-Este,Norte,Este,15,0,0.00291547594742073,0,0,1,0,2.0,22,4,27,Monday,April,1,0,16,187.83333333333334,2
295,Trafico intenso por mal diseño vial #293,Las unidades de transporte operan en condiciones inseguras para los pasajeros. Los residentes están dispuestos a aportar recursos para la solución.,6,Transporte,"Callejón Cerrada San Miguel #17, Col. San Francisco, junto a la farmacia",20.276,-97.9617,nuevo,media,2,María González López,2024-04-16 04:59:29,2024-04-17 03:23:51,,2024,Norte-Oeste,Norte,Oeste,16,1,0.006236184731067654,0,0,1,0,1.0,4,4,59,Tuesday,April,2,1,16,22.406111111111112,2
294,Quema de llantas en baldío #292,Es necesario implementar medidas de protección ambiental inmediatas. La comunidad está organizada para colaborar con las autoridades. Durante las lluvias el problema se vuelve más peligroso.,7,Medio Ambiente,"Privada Niños Héroes #57, Col. El Mirador",20.2778,-97.9573,nuevo,media,1,admin,2024-04-16 15:12:53,2024-04-17 11:22:27,,2024,Norte-Este,Norte,Este,16,1,0.00825408989531495,0,1,0,0,1.0,15,4,12,Tuesday,April,2,1,16,20.159444444444443,2
298,Humedad por filtración subterránea #296,El sistema requiere limpieza profunda y reparación de conexiones dañadas. El problema coincide con fallas similares en zonas cercanas.,3,Saneamiento,"Callejón Santa Lucía #53, Col. Benito Juárez, frente al mercado",20.2748,-97.9646,nuevo,alta,2,María González López,2024-04-17 07:10:21,2024-04-17 07:35:58,,2024,Norte-Oeste,Norte,Oeste,17,2,0.006648308055444814,0,0,0,0,1.0,7,4,10,Wednesday,April,3,1,16,0.42694444444444446,2
297,Fuga de agua en tubería principal #295,Se observa proliferación de insectos y roedores debido al agua estancada. Se ha documentado el deterioro progresivo con fotografías.,3,Saneamiento,"Avenida Las Jacarandas #138, Col. Vista Alegre",20.2729,-97.95,no_aprobado,media,2,María González López,2024-04-17 10:13:51,2024-04-18 12:50:30,,2024,Norte-Este,Norte,Este,17,2,0.010412012293491596,0,1,0,0,1.0,10,4,13,Wednesday,April,2,0,16,26.610833333333332,2
296,Pozo séptico sin mantenimiento #294,Las aguas residuales están contaminando el suelo y podrían afectar pozos cercanos. La comunidad está organizada para colaborar con las autoridades.,3,Saneamiento,"Carretera Callejón del Carmen #689, Col. San Miguel, frente a la clínica",20.2758,-97.9523,resuelto,alta,1,admin,2024-04-17 14:25:51,2024-04-26 23:45:33,,2024,Norte-Este,Norte,Este,17,2,0.009640020746865914,0,1,0,0,3.0,14,4,25,Wednesday,April,3,0,16,225.32833333333335,2
301,Esquina sin rampa para discapacitados #299,Los materiales sueltos representan un riesgo tanto para peatones como para vehículos.,1,Infraestructura,"Callejón Las Jacarandas #62, Col. La Cruz",20.28,-97.9519,resuelto,alta,2,María González López,2024-04-18 03:51:35,2024-05-11 01:00:35,,2024,Norte-Este,Norte,Este,18,3,0.012868954891521426,0,0,1,0,3.0,3,4,51,Thursday,April,3,0,16,549.15,2
300,Asaltos frecuentes en calle #298,Los residentes evitan transitar por el área durante horas nocturnas.,5,Seguridad,"Calle Cerrada Los Pinos #47, Col. Santa María",20.275,-97.95,en_proceso,alta,1,admin,2024-04-18 18:02:30,2024-04-23 01:03:42,,2024,Norte-Este,Norte,Este,18,3,0.011180339887490369,0,1,0,0,2.0,18,4,2,Thursday,April,3,0,16,103.02,2
299,Agua turbia en suministro #297,Las aguas residuales están contaminando el suelo y podrían afectar pozos cercanos. Se requiere coordinación entre múltiples dependencias municipales. El problema se presenta de manera intermitente pero frecuente.,3,Saneamiento,"Avenida Anillo Periférico #1447, Col. Los Pinos",20.2773,-97.957,en_proceso,media,1,admin,2024-04-18 20:08:54,2024-04-19 23:09:08,,2024,Norte-Este,Norte,Este,18,3,0.007892401408950995,0,0,0,0,2.0,20,4,8,Thursday,April,2,0,16,27.003888888888888,2
303,Árbol caído tras tormenta #301,Se observa mortandad de flora y fauna local debido a la contaminación. Se ha documentado el deterioro progresivo con fotografías. El problema es más evidente durante las primeras horas del día.,7,Medio Ambiente,"Callejón Portal #41, Col. Lomas de Santa Anita",20.275,-97.965,en_proceso,media,1,admin,2024-04-19 05:34:08,2024-04-21 03:18:44,,2024,Norte-Oeste,Norte,Oeste,19,4,0.007071067811871605,0,0,1,0,2.0,5,4,34,Friday,April,2,0,16,45.74333333333333,2
302,Falta de mantenimiento a jardineras #300,Es necesario implementar medidas de protección ambiental inmediatas. La situación es crítica especialmente los fines de semana.,7,Medio Ambiente,"Camino Las Camelias #217, Col. Santa Matilde",20.28,-97.9574,nuevo,media,2,María González López,2024-04-19 12:32:36,2024-04-20 03:35:21,,2024,Norte-Este,Norte,Este,19,4,0.010332473082469793,0,1,0,0,1.0,12,4,32,Friday,April,2,1,16,15.045833333333333,2
304,Señal de tránsito caída #302,El mantenimiento de la flota de transporte público es deficiente.,6,Transporte,"Privada Niños Héroes #77, Col. Santa Rosa",20.2748,-97.9577,nuevo,alta,1,admin,2024-04-19 19:45:23,2024-04-20 02:06:24,,2024,Norte-Este,Norte,Este,19,4,0.005322593352864177,0,0,0,0,1.0,19,4,45,Friday,April,3,1,16,6.3502777777777775,2
306,Venta de droga en espacio público #304,Se requiere incrementar la presencia policial y mejorar la infraestructura de seguridad.,5,Seguridad,"Boulevard Bellavista #1177, Col. San José, junto al hospital",20.27,-97.9529,en_proceso,alta,1,admin,2024-04-20 04:01:20,2024-04-22 19:51:24,,2024,Norte-Este,Norte,Este,20,5,0.007099999999994111,1,0,1,0,2.0,4,4,1,Saturday,April,3,0,16,63.83444444444444,2
305,Puerta forzada en escuela pública #303,Los comerciantes han sido víctimas de robos en múltiples ocasiones. La situación ha empeorado desde la semana pasada.,5,Seguridad,"Carretera Tercera #1463, Col. Santa Cecilia",20.2707,-97.9694,nuevo,alta,2,María González López,2024-04-20 12:38:43,2024-04-22 03:11:21,,2024,Norte-Oeste,Norte,Oeste,20,5,0.00942602779541794,1,1,0,0,1.0,12,4,38,Saturday,April,3,0,16,38.54388888888889,2
309,Reclamos vecinales sin respuesta del gobierno #307,Es necesario establecer regulaciones claras para prevenir futuros conflictos.,9,Otros,"Avenida San José #378, Col. Francisco Villa",20.2567,-97.9583,no_aprobado,alta,1,admin,2024-04-21 01:49:58,2024-04-25 01:06:34,,2024,Sur-Este,Sur,Este,21,6,0.013408206442325708,1,0,1,1,1.0,1,4,49,Sunday,April,3,0,16,95.27666666666667,2
308,Zona con variaciones de voltaje #306,Los residentes reportan fallas constantes en el suministro eléctrico de la zona. El problema coincide con fallas similares en zonas cercanas. La situación es crítica especialmente los fines de semana.,2,Servicios Públicos,"Camino Hermanos Serdán #16, Col. Las Palmas",20.2752,-97.9626,resuelto,media,2,María González López,2024-04-21 04:19:56,2024-05-08 18:31:08,,2024,Norte-Oeste,Norte,Oeste,21,6,0.005813776741501792,1,0,1,0,3.0,4,4,19,Sunday,April,2,0,16,422.18666666666667,2
307,Circos o ferias con instalaciones inseguras #305,Los residentes reportan molestias continuas que alteran su calidad de vida. El problema coincide con fallas similares en zonas cercanas.,9,Otros,"Camino Principal #247, Col. San Rafael",20.2722,-97.9507,no_aprobado,baja,2,María González López,2024-04-21 22:53:13,2024-04-26 19:07:07,,2024,Norte-Este,Norte,Este,21,6,0.009556673061266455,1,0,1,0,1.0,22,4,53,Sunday,April,1,0,16,116.23166666666667,2
311,Agua turbia en suministro #309,Las aguas residuales están contaminando el suelo y podrían afectar pozos cercanos. La comunidad está organizada para colaborar con las autoridades.,3,Saneamiento,"Carretera Del Campo #100, Col. Los Pinos",20.2787,-97.96,nuevo,alta,2,María González López,2024-04-22 00:37:22,2024-04-22 18:07:38,,2024,Norte-Este,Norte,Este,22,0,0.00870000000000104,0,0,1,0,1.0,0,4,37,Monday,April,3,1,17,17.504444444444445,2
310,Conexión ilegal de luz #308,El transformador muestra signos de sobrecarga y necesita mantenimiento preventivo.,2,Servicios Públicos,"Callejón Cerrada Las Flores #35, Col. San Rafael",20.2725,-97.9629,resuelto,alta,2,María González López,2024-04-22 08:11:25,2024-05-02 17:45:20,,2024,Norte-Oeste,Norte,Oeste,22,0,0.0038288379438244998,0,1,0,0,3.0,8,4,11,Monday,April,3,0,17,249.56527777777777,2
312,Autos estacionados sobre banquetas #310,El uso inadecuado del espacio público afecta el libre tránsito de ciudadanos. El problema coincide con fallas similares en zonas cercanas.,9,Otros,"Cerrada Periférico Sur #55, Col. Lomas de Santa Anita, C.P. 73080",20.2693,-97.9569,resuelto,alta,1,admin,2024-04-22 14:16:23,2024-05-03 21:51:04,,2024,Sur-Este,Sur,Este,22,0,0.0031780497164032684,0,1,0,0,3.0,14,4,16,Monday,April,3,0,17,271.5780555555556,2
314,Maltrato animal en espacio urbano #312,La comunidad propone soluciones colaborativas para resolver el problema. Los vecinos han intentado soluciones temporales sin éxito.,9,Otros,"Calle Santa María #54, Col. Santa Rosa",20.2734,-97.9633,nuevo,media,2,María González López,2024-04-23 01:05:07,2024-04-23 16:19:04,,2024,Norte-Oeste,Norte,Oeste,23,1,0.004738143096199281,0,0,1,0,1.0,1,4,5,Tuesday,April,2,1,17,15.2325,2
315,Obras sin permiso municipal #313,El uso inadecuado del espacio público afecta el libre tránsito de ciudadanos.,9,Otros,"Cerrada Del Bosque #80, Col. La Esperanza, junto a la escuela, C.P. 73080",20.2773,-97.95,cerrado,media,2,María González López,2024-04-23 04:06:41,2024-06-23 16:09:24,,2024,Norte-Este,Norte,Este,23,1,0.012381033882508725,0,0,1,0,4.0,4,4,6,Tuesday,April,2,0,17,1476.0452777777778,2
313,Nido de avispas en parque #311,La quema irregular de materiales genera humo tóxico para la comunidad. Los residentes están dispuestos a aportar recursos para la solución.,7,Medio Ambiente,"Camino Niños Héroes #290, Col. Nuevo México",20.2692,-97.9582,resuelto,baja,1,admin,2024-04-23 11:04:08,2024-05-16 08:51:30,,2024,Sur-Este,Sur,Este,23,1,0.001969771560348137,0,1,0,0,3.0,11,4,4,Tuesday,April,1,0,17,549.7894444444445,2
317,Fosas sépticas rebosadas #315,Los malos olores afectan la calidad de vida de los residentes de la zona. Los vecinos han intentado soluciones temporales sin éxito.,3,Saneamiento,"Boulevard Josefa Ortiz #729, Col. San José",20.28,-97.95,no_aprobado,alta,1,admin,2024-04-24 00:11:18,2024-04-30 00:07:53,,2024,Norte-Este,Norte,Este,24,2,0.014142135623725625,0,0,1,0,1.0,0,4,11,Wednesday,April,3,0,17,143.94305555555556,2
316,Cables eléctricos sobre zona peatonal #314,El transformador muestra signos de sobrecarga y necesita mantenimiento preventivo. Se ha documentado el deterioro progresivo con fotografías. La situación es crítica especialmente los fines de semana.,2,Servicios Públicos,"Boulevard Las Magnolias #1088, Col. Santa María",20.2743,-97.9584,cerrado,media,2,María González López,2024-04-24 19:07:01,2024-07-24 22:05:40,,2024,Norte-Este,Norte,Este,24,2,0.004588027898781081,0,0,0,0,4.0,19,4,7,Wednesday,April,2,0,17,2186.9775,2
320,Fauna silvestre en peligro urbano #318,El problema ambiental está afectando la calidad del aire y agua en la zona. Se solicita seguimiento continuo hasta la resolución completa. Se observa un patrón de deterioro acelerado en los últimos días.,7,Medio Ambiente,"Cerrada Los Cedros #33, Col. San Antonio",20.2758,-97.9581,cerrado,baja,1,admin,2024-04-25 05:25:51,2024-05-25 18:16:41,,2024,Norte-Este,Norte,Este,25,3,0.006103277807865026,0,0,1,0,4.0,5,4,25,Thursday,April,1,0,17,732.8472222222222,2
318,Venta ilegal de medicamentos #316,Se requiere intervención sanitaria urgente para prevenir la propagación de enfermedades. El problema es más evidente durante las primeras horas del día.,8,Salud Pública,"Callejón Callejón de la Iglesia #69, Col. Lomas del Mirador",20.2727,-97.9515,cerrado,alta,1,admin,2024-04-25 06:43:18,2024-05-25 13:59:40,,2024,Norte-Este,Norte,Este,25,3,0.008918520056599615,0,0,1,0,4.0,6,4,43,Thursday,April,3,0,17,727.2727777777778,2
319,Personas haciendo fogatas en parques #317,Es necesario establecer regulaciones claras para prevenir futuros conflictos. Los comerciantes locales también han expresado su preocupación. Las condiciones climáticas recientes han agravado la situación.,9,Otros,"Privada Sexta #30, Col. Centro, cerca del centro, C.P. 73080",20.2778,-97.9557,cerrado,media,1,admin,2024-04-25 07:15:19,2024-05-26 03:49:51,,2024,Norte-Este,Norte,Este,25,3,0.008906739021662138,0,0,0,0,4.0,7,4,15,Thursday,April,2,0,17,740.5755555555555,2
322,Cárcamo sin funcionamiento #320,Las aguas residuales están contaminando el suelo y podrían afectar pozos cercanos. Durante las lluvias el problema se vuelve más peligroso.,3,Saneamiento,"Avenida Ignacio Zaragoza #1218, Col. Buenos Aires, junto a la farmacia",20.2771,-97.9556,cerrado,alta,2,María González López,2024-04-26 07:21:50,2024-07-26 22:53:06,,2024,Norte-Este,Norte,Este,26,4,0.008352843827100267,0,0,0,0,4.0,7,4,21,Friday,April,3,0,17,2199.521111111111,2
323,Fauna silvestre en peligro urbano #321,La vegetación dañada representa un riesgo para la infraestructura cercana.,7,Medio Ambiente,"Privada Constitución #63, Col. San Rafael, altura de la gasolinera",20.2777,-97.9556,en_proceso,baja,2,María González López,2024-04-26 17:21:24,2024-04-30 02:13:02,,2024,Norte-Este,Norte,Este,26,4,0.00886848352312316,0,1,0,0,2.0,17,4,21,Friday,April,1,0,17,80.86055555555555,2
321,Agua turbia en suministro #319,"La obstrucción causa desbordamientos durante las lluvias, inundando casas vecinas. Los comerciantes locales también han expresado su preocupación.",3,Saneamiento,"Avenida Avenida Juárez #160, Col. El Calvario, junto a la farmacia",20.28,-97.9556,en_proceso,alta,1,admin,2024-04-26 20:00:00,2024-05-04 02:44:15,,2024,Norte-Este,Norte,Este,26,4,0.010925200226995432,0,0,0,0,2.0,20,4,0,Friday,April,3,0,17,174.7375,2
324,Desnivel peligroso en calle #322,La falta de mantenimiento ha resultado en condiciones inseguras para la comunidad.,1,Infraestructura,"Andador Quinta #71, Col. Buenos Aires",20.2697,-97.9635,cerrado,alta,2,María González López,2024-04-27 17:24:45,2024-06-28 03:52:05,,2024,Sur-Oeste,Sur,Oeste,27,5,0.0035128336140524915,1,1,0,0,4.0,17,4,24,Saturday,April,3,0,17,1474.4555555555555,2
325,Fugas en sistema eléctrico público #323,Los residentes reportan fallas constantes en el suministro eléctrico de la zona.,2,Servicios Públicos,"Privada Rayón #75, Col. La Cruz",20.28,-97.9556,nuevo,alta,1,admin,2024-04-27 19:04:12,2024-04-27 20:25:18,,2024,Norte-Este,Norte,Este,27,5,0.010925200226995432,1,0,0,0,1.0,19,4,4,Saturday,April,3,1,17,1.3516666666666666,2
